"","Estimate","Std. Error","df","t value","Pr(>|t|)"
"DNN55",0.432530978195858,0.213534888337484,4378441.67113528,2.02557521894155,0.0428083936572685
"DNN56",-0.561977054190488,0.218035027716295,4378444.04603997,-2.57746225492597,0.0099529074778548
"DNN57",1.34179482644343,0.18058018665049,4378430.28817305,7.43046538677273,1.0823576611873e-13
"DNN58",-0.182419537655477,0.19228701421072,4378439.94138957,-0.948683604060596,0.342781607824607
"DNN59",1.86203918688157,0.21284617402959,4378442.37913109,8.74828591761632,2.16692188388947e-18
"DNN60",1.23392963183109,0.212045148523403,4378428.85563843,5.81918351079323,5.91398792870099e-09
"DNN61",-0.83656658649872,0.214223357294097,4378427.22261634,-3.90511378901711,9.41824700765999e-05
"DNN62",0.474012153794414,0.185882572300689,4378463.20292227,2.55006237501188,0.0107703985042854
"DNN63",-1.77759088777451,0.215163714501461,4378452.3182771,-8.26157371326864,1.4380368373943e-16
"DNN64",2.69046893697283,0.207644313999372,4378456.39465229,12.9571038337268,2.1453148498284e-38
"DNN65",2.14531059679981,0.218594755602976,4378437.41933047,9.81409911176571,9.79615419761691e-23
"DNN66",-0.367324066025397,0.226383030722294,4378429.94583255,-1.62257773850548,0.104679774526583
"DNN67",0.0505288951506825,0.191884923919416,4378432.03768935,0.263329156447448,0.792296901263206
"DNN68",-0.182003342569457,0.198878227044805,4378437.63188275,-0.915149663559975,0.360113116216484
"DNN69",-0.438134218107709,0.203307861174442,4378441.02311038,-2.15502841639646,0.0311596649525473
"DNN70",1.47599154703631,0.228397561602226,4378455.39282364,6.46237874293456,1.03080481876949e-10
"DNN71",0.0286170703126722,0.215827397243544,4378464.06684527,0.132592389465644,0.894515757694528
"DNN72",-1.68012249053636,0.210874370330807,4378448.93353153,-7.96740963778897,1.62073311298831e-15
"DNN73",0.231878875508267,0.217418090106942,4378441.3172419,1.06651141767556,0.286192578956813
"DNN74",-0.618988189411227,0.220385613160942,4378462.30530399,-2.80865969667083,0.00497484222733415
"DNN75",1.44574413149685,0.219320796049058,4378440.04279083,6.59191539307319,4.34236971085203e-11
"DNN76",-0.599845792569263,0.213278434889224,4378449.01337812,-2.81250091168767,0.00491581028607841
"DNN77",0.34572888920152,0.241488299064968,4378429.72592619,1.43165896873748,0.152241515877372
"DNN78",-0.266771112078567,0.20844071382251,4378446.02455121,-1.27984167385708,0.20060089185366
"DNN79",-1.72811781718538,0.192049848871395,4378439.67596769,-8.99827741256184,2.29374790102048e-19
"DNN80",0.142125381258022,0.218071058818643,4378431.48799452,0.651738850757908,0.514569689433419
"DNN81",-0.376526097047703,0.214504924933941,4378436.46413233,-1.75532611740107,0.0792036115134348
"DNN82",-0.680595459501369,0.213466717951166,4378482.45778209,-3.18829776385594,0.00143114086122073
"DNN83",-1.6531399562948,0.269801824541891,4378438.71982429,-6.12723786839375,8.9425319023256e-10
"DNN84",-0.743052539820786,0.214368063126219,4378458.54913972,-3.46624645940511,0.000527784301859749
"DNN85",0.15793696500708,0.243575638772986,4378465.52894651,0.648410349256144,0.516719612365569
"DNN86",0.0161317996911258,0.192672338980132,4378433.27287754,0.0837265991398445,0.93327381216599
"DNN87",0.149508788280007,0.256470245105161,4378439.9283172,0.582947890187824,0.559928410296555
"DNN88",0.429405002021958,0.222745289771381,4378445.41896228,1.92778488138935,0.0538819535941392
"DNN89",-0.158112121115013,0.201729571256588,4378429.19608121,-0.783782566582188,0.433167747369396
"DNN90",-0.128595147182847,0.205027441410631,4378437.52815731,-0.62720944229751,0.530521987298671
"DNN91",-0.178779618418426,0.227811753722198,4378448.72329825,-0.784769071381788,0.432589019458966
"DNN92",0.525541064443317,0.211321723987406,4378465.19563258,2.4869239874015,0.0128853296513817
"DNN93",0.123662275741419,0.208416601784117,4378431.67419793,0.593341771638284,0.55295247959176
"DNN94",-0.374200337773831,0.223208693610116,4378431.64199639,-1.67645951294109,0.0936482916276334
"DNN95",0.634863585598285,0.231944458721716,4378432.50600555,2.73713624846708,0.00619768684609929
"DNN96",-0.117677388789576,0.201384233716708,4378437.63356381,-0.584342610231918,0.558989859852392
"DNN97",0.214181853255522,0.232527507131892,4378436.42647847,0.921103296110411,0.356996550286794
"DNN98",0.515959573175914,0.192077836706697,4378464.40667112,2.68620045926373,0.00722699883638839
"DNN99",0.902415343514037,0.219274656407918,4378443.64496864,4.11545665284395,3.86420676855927e-05
"DNN100",-0.574812777890675,0.211921429241513,4378437.32101553,-2.7123862836712,0.00668009580456595
"DNN101",0.908186407640793,0.240263293944261,4378431.40614784,3.7799631925944,0.000156853623032591
"DNN102",-0.196482448601842,0.230476067686139,4378442.26558396,-0.852506946054853,0.393932832065192
"DNN103",0.397623824830502,0.225558849051475,4378439.01243538,1.76283850756731,0.0779278004594977
"DNN104",-0.241122190473721,0.224426023603499,4378444.55214664,-1.07439496811528,0.282645756007785
"DNN105",-0.788918206976947,0.21085969274542,4378458.22854194,-3.74143676634036,0.000182973550637804
"DNN106",0.806727897879648,0.22326589636007,4378505.9985845,3.61330552955838,0.00030232150077387
"DNN107",-1.98297813086285,0.228096213626015,4378448.7599103,-8.69360389346109,3.51237844628205e-18
"DNN108",0.800442668487867,0.2186624914415,4378426.59999847,3.66063088008862,0.00025159795231901
"DNN109",-0.831985115847965,0.275393854136636,4378462.05433804,-3.02107364906981,0.00251881539024325
"DNN110",-1.60366596338485,0.230229765663413,4378433.90144258,-6.96550230489898,3.27279848190345e-12
"DNN111",0.579895435313592,0.208088944538204,4378438.26773735,2.78676715190473,0.00532369457547397
"DNN112",0.46856280822955,0.220300122404865,4378454.53661162,2.12692940482543,0.0334260049867534
"DNN113",0.986172494961466,0.238319173620164,4378423.68289795,4.13803253838584,3.50303238482676e-05
"DNN114",1.11562528406283,0.24362079481278,4378439.74127319,4.57935163096476,4.66432316250358e-06
"DNN115",-0.505532773947045,0.2439734539054,4378434.30667586,-2.07208106396306,0.0382579403478972
"DNN116",0.604792247580388,0.239425682139072,4378464.28824421,2.52601242346713,0.0115365751109943
"DNN117",-0.897988983414242,0.255460448150017,4378429.86868597,-3.51517814173295,0.000439463530084555
"DNN118",-0.404657754426009,0.250336011473311,4378433.40421992,-1.61645842339847,0.105995307633394
"DNN119",-1.46810221133079,0.208964999566475,4378434.58753992,-7.02558904302905,2.13195861890053e-12
"DNN120",1.05249646683463,0.23136912159218,4378442.16403907,4.54899279381716,5.39047318130083e-06
"DNN121",0.945130245341192,0.195590155055855,4378444.75928669,4.83219743381915,1.3503879877029e-06
"DNN122",0.687044883660089,0.223900049067261,4378435.67736816,3.06853386822482,0.00215113257602692
"DNN123",-1.55240410004461,0.252623807977786,4378434.45617842,-6.14512192050055,7.99089640010273e-10
"DNN124",-0.853585464195385,0.25166210297885,4378433.84107435,-3.39179182758049,0.000694377881908486
"DNN125",0.164632723557613,0.210907780624265,4378436.09347684,0.780591038748394,0.435043106217468
"DNN126",0.802538813444538,0.229826532950564,4378434.0990974,3.49193282055543,0.000479543562435552
"DNN127",-1.17936146637056,0.243679561833146,4378429.32710562,-4.83980460855432,1.29971258749614e-06
"DNN128",-0.00987984470749581,0.202781792882241,4378441.75248258,-0.0487215571332541,0.961141198389388
"DNN129",-1.86039131537581,0.239809010445233,4378438.15727717,-7.75780406216505,8.64309793293089e-15
"DNN130",-0.34696788751297,0.211800961374454,4378430.05369471,-1.63817900193355,0.101384430434907
"DNN131",0.116699459025948,0.218982072940828,4378435.64493779,0.532917866100763,0.59409046421309
"DNN132",0.296488772560645,0.230184532033771,4378445.34045764,1.28804820176686,0.197729252702837
"DNN133",1.93871945888987,0.233664618752925,4378436.81173846,8.29701761968449,1.0678727502672e-16
"DNN134",-0.408269939337089,0.249675824854822,4378438.27012634,-1.63520012229652,0.102007174423609
"DNN135",0.176681667829466,0.241968184357142,4378436.55392379,0.730185533684404,0.465276822990046
"DNN136",0.780296354003015,0.222126407697644,4378436.81627018,3.51284821147942,0.000443335129707112
"DNN137",1.24428665352762,0.229613309214007,4378437.2020275,5.41905283185438,5.99187600421108e-08
"DNN138",1.08142977673916,0.235652397061522,4378452.38979931,4.58908880293219,4.45197350192826e-06
"DNN139",0.144249985175965,0.224827625891507,4378433.52693707,0.641602581550963,0.521131289962672
"DNN140",0.398615721560382,0.215682666633171,4378441.05551492,1.84815835126121,0.0645795058914168
"DNN141",-2.34383802264565,0.235407734904374,4378439.38893458,-9.9565038659318,2.36359214675727e-23
"DNN142",0.838545458095078,0.224450925886606,4378456.17563283,3.73598573845365,0.000186983636993826
"DNN143",-0.505528764622598,0.239121797169788,4378438.74292688,-2.11410574278867,0.0345062931896485
"Para_id:GL",-12.0086250319672,0.316960572361806,1574387.93601402,-37.8868101558688,5.88772378630904e-314
"GL:RowID",2.59925763904481,0.114845244723557,1989464.09817324,22.6326971160318,2.13526679694026e-113
"GL:IA_LEFT",-38.6156417178472,0.876824769307377,4379192.0823719,-44.0403180539147,0
"GL:RowIdInPara",-15.0612299442314,0.197216319241511,4260093.80915127,-76.3690854902701,0
"GL:WordFreq",0.489339517868726,0.267027504854086,4379150.84854172,1.83254349822922,0.0668705551816558
"GL:Word_len",-0.542121941609777,0.129828018173002,4379209.68431466,-4.17569296087825,2.97086039525986e-05
"GL:Surprisal",0.441886127974951,0.137963696389794,4379207.22407653,3.20291598107427,0.00136044637631767
"GL:Rationale",-95.4952408347024,2.72318517430767,4378725.92670903,-35.0674797056284,2.30230395357888e-269
