"","Estimate","Std. Error","df","t value","Pr(>|t|)"
"DNN82",0.342286796919042,0.132047563688937,4378451.03368064,2.59214776370554,0.00953791124299965
"DNN83",-1.73720657163584,0.143657123316389,4378488.26173809,-12.0927283766488,1.15532883980722e-33
"DNN84",-0.727038712005204,0.137557829911239,4378439.36878935,-5.28533135826828,1.25483406509918e-07
"DNN85",-0.399717914730853,0.137586363548223,4378493.14822655,-2.90521461882198,0.00367003191119472
"DNN86",0.323394653423923,0.129639494704989,4378463.46294894,2.49456891327638,0.0126110601419468
"DNN87",-1.37592347649518,0.149612716264636,4378451.24903329,-9.19656771728836,3.69720234889302e-20
"DNN88",-0.649604330883195,0.131736066645479,4378460.69599668,-4.93110465056905,8.17688966845106e-07
"DNN89",1.03445733565318,0.146296265760325,4378498.46244363,7.07097566897513,1.53870947985930e-12
"DNN90",-0.327725977717205,0.144344066807636,4378471.63151145,-2.27044993926878,0.0231803457657152
"DNN91",-0.710986530950594,0.130914622004664,4378620.8233281,-5.4309176474211,5.60679753348504e-08
"DNN92",-0.635958231414577,0.130125198443797,4378551.0877131,-4.88727962777521,1.02242438780322e-06
"DNN93",-1.25395819359953,0.125220731420257,4378461.41576297,-10.0139823444337,1.323940990484e-23
"DNN94",0.620010317992857,0.158279447648468,4378553.95671972,3.91718777898363,8.95893219528613e-05
"DNN95",0.306635426787589,0.128859762878053,4378452.50414369,2.37960570420864,0.0173312141084925
"DNN96",0.611930060674047,0.126536422602249,4378458.6959038,4.83599937543337,1.32482822534472e-06
"DNN97",-0.52883796772574,0.138484224229999,4378462.41293689,-3.81875965053917,0.000134126209485379
"DNN98",0.122267391599755,0.133229811451792,4378453.77153161,0.917717966177532,0.358766589811936
"DNN99",-1.17555215583683,0.12582790587503,4378467.61269832,-9.34253930129274,9.40927699354042e-21
"DNN100",-0.784238301782381,0.131984624899248,4378433.76768715,-5.94189135576235,2.8177331691897e-09
"DNN101",-0.252357161599814,0.121388946304357,4378473.41023773,-2.07891384910025,0.0376253276416392
"DNN102",1.66242407634285,0.135320875461631,4378491.07200332,12.2850526252634,1.09117775241658e-34
"DNN103",-0.837090003916497,0.155097256738725,4378431.91004433,-5.39719413172245,6.76946363374693e-08
"DNN104",-0.234953725258837,0.134897922485074,4378472.45673512,-1.74171492733577,0.0815584093992049
"DNN105",-0.408283040960523,0.136006315757759,4378520.31208678,-3.00194177517254,0.00268264992300222
"DNN106",1.75794373442588,0.136461939572478,4378489.34770323,12.882300661513,5.67123239364972e-38
"DNN107",1.29312105147084,0.142038483469231,4378450.17461812,9.1040189946196,8.70845187131429e-20
"DNN108",-0.851794933878264,0.136405836846236,4378454.11617257,-6.24456367536862,4.25023547333644e-10
"DNN109",-0.152527261480051,0.139299639330525,4378438.36269671,-1.09495805023687,0.273535075404615
"DNN110",-0.398922499549694,0.139296936302054,4378444.22011931,-2.86382823728917,0.00418556895417595
"DNN111",-0.591125076405226,0.135143435420802,4378450.1183308,-4.37405690157732,1.21961378025039e-05
"DNN112",1.0073649088116,0.128393006483493,4378464.64388565,7.84594843910845,4.29789456632891e-15
"DNN113",0.281813465093021,0.140368896562061,4378504.19878701,2.00766317891816,0.0446791572447513
"DNN114",-0.472096127916047,0.141788426332622,4378436.16407754,-3.32958154714656,0.000869773083487497
"DNN115",-0.395720652613081,0.136292797264662,4378429.24036495,-2.90345976130085,0.00369066236549009
"DNN116",1.08155328660917,0.130401898222807,4378478.54478888,8.2939995609666,1.09533303226367e-16
"DNN117",0.796568660831968,0.139464641469704,4378489.17604686,5.7116173134465,1.11914724592613e-08
"DNN118",2.08860196310407,0.150187150489729,4378448.69390716,13.9066621631316,5.78350803842469e-44
"DNN119",-0.609014432486387,0.133160479514059,4378449.71585231,-4.57353739419427,4.79571148452636e-06
"DNN120",-1.82671819327315,0.116842809301948,4378472.92606226,-15.633980423669,4.28730619218732e-55
"DNN121",2.42234988248662,0.140386720578399,4378431.93669818,17.2548363015137,1.03438645725987e-66
"DNN122",-1.24117078957808,0.147004381232135,4378425.45873054,-8.44308706431102,3.09156912498412e-17
"DNN123",1.73200419292186,0.135077378533377,4378450.35719546,12.822311268751,1.23171421041534e-37
"DNN124",0.68130582740017,0.141096973847719,4378433.02682771,4.82863529118265,1.37476548566143e-06
"DNN125",-0.553816632830645,0.128361661638681,4378475.12438246,-4.31450189846839,1.5996665805932e-05
"DNN126",2.08020813293277,0.136596486285845,4378449.30591897,15.2288553644028,2.28246193472488e-52
"DNN127",-0.963018205551992,0.136407695258292,4378447.68374342,-7.05985247920572,1.66704044167485e-12
"DNN128",0.29051739150328,0.146836566966974,4378430.00437933,1.97850847036366,0.0478714365526703
"DNN129",-0.795892201811225,0.140675865884984,4378434.57852466,-5.65763144093206,1.53485802733159e-08
"DNN130",1.43725836656724,0.125856668505646,4378443.38403493,11.4198030476452,3.33316153371989e-30
"DNN131",0.56455455937312,0.124239044395369,4378489.81587609,4.54409933785812,5.51721080934485e-06
"DNN132",1.66221048403582,0.130674428944915,4378477.1336574,12.7202429538568,4.57130020127585e-37
"DNN133",1.16086354144016,0.131546988801109,4378461.79198771,8.8247063047206,1.09786421925331e-18
"DNN134",0.0273094986724393,0.133083085658541,4378472.35422196,0.205206383195149,0.837410892039515
"DNN135",2.44045057702401,0.150892747568721,4378444.85663099,16.1734120184441,7.79811280727513e-59
"DNN136",-1.0562178512663,0.122220918087791,4378566.48521135,-8.64187462990278,5.53161714506549e-18
"DNN137",-1.26935594876402,0.149076065210895,4378439.94407863,-8.51482058483554,1.66899881802123e-17
"DNN138",2.68363838850003,0.140369431613032,4378451.16657066,19.1183960614605,1.78848390722098e-81
"DNN139",2.97295270760295,0.14990834512093,4378447.08282418,19.8318025938096,1.59676185170759e-87
"DNN140",5.985437776004,0.13796792681302,4378607.00441689,43.3828202993564,0
"DNN141",0.240763695877614,0.156123494768464,4378448.04931812,1.54213621873296,0.123040567510049
"DNN142",-1.40953600943001,0.161419634598928,4378431.91261188,-8.73212241455151,2.50022643293206e-18
"DNN143",5.23886032532116,0.139024174401832,4378443.40855275,37.6830889150175,1.05479862690268e-310
"Para_id:GL",-11.9770100135532,0.316121162499988,1608617.65751393,-37.8874034210021,5.71693893764673e-314
"GL:RowID",3.02027426827646,0.114808524752308,2035662.82068292,26.3070558113389,1.6891903707953e-152
"GL:IA_LEFT",-36.0825996247435,0.874536507874497,4379190.32858567,-41.2591118836649,0
"GL:RowIdInPara",-14.2401767745409,0.196825404536325,4264682.09708521,-72.3492823910992,0
"GL:WordFreq",0.161062744715584,0.267352729131592,4379139.93208246,0.602435386535024,0.546884392131593
"GL:Word_len",-0.514815996952829,0.129563855426017,4379211.55351144,-3.97345382522054,7.08390289175398e-05
"GL:Surprisal",0.340865486244509,0.137902744346332,4379209.94431983,2.47178174633314,0.0134441943642048
"GL:Rationale",-82.5820329003089,2.76923499063769,4378721.48338583,-29.8212441990314,2.16821868604657e-195
