"","Estimate","Std. Error","df","t value","Pr(>|t|)"
"DNN101",-0.822431254876389,0.139024570804812,4378474.0560397,-5.91572590453142,3.30439471910747e-09
"DNN102",1.0373751819179,0.153935796545709,4378487.16548357,6.73901201147756,1.594868201087e-11
"DNN103",0.508742974900381,0.155836295462155,4378437.24276552,3.26459874698401,0.00109620086225752
"DNN104",0.168318961075384,0.143853465204027,4378516.7462633,1.1700723429683,0.241971920991667
"DNN105",-0.358248757763736,0.147169626487829,4378486.17324028,-2.43425743689961,0.0149224173987738
"DNN106",-0.226607487567459,0.144247306859454,4378489.81983562,-1.57096511887221,0.1161908234587
"DNN107",0.8667665920733,0.14684996064212,4378452.12731234,5.90239580782489,3.58286614154586e-09
"DNN108",-0.392711479078197,0.149202649608438,4378447.01197987,-2.63206772874888,0.00848672403788016
"DNN109",0.990295546740711,0.135575971722056,4378452.40195882,7.30435883410754,2.7863895000029e-13
"DNN110",-1.01326038045656,0.146645507693571,4378458.74440017,-6.9095903201744,4.86121215518769e-12
"DNN111",0.715074020947182,0.141020828708513,4378456.03854834,5.07069790679806,3.96375610070497e-07
"DNN112",0.207850017967023,0.136899929767141,4378498.34036011,1.5182624148936,0.128948330827031
"DNN113",0.641136900354907,0.137201284037977,4378461.0382727,4.67296574409203,2.96890109326697e-06
"DNN114",0.0718224682906558,0.144466937858494,4378444.63591685,0.497155053988936,0.619079738838824
"DNN115",0.491754191738359,0.141730419909619,4378439.41563739,3.46964463981654,0.000521152390817436
"DNN116",0.168880257293025,0.135586643930947,4378457.82027641,1.24555230808009,0.212928867158191
"DNN117",0.684213454413606,0.150024804625774,4378451.47390603,4.56066885819533,5.09923175694222e-06
"DNN118",1.56702369179426,0.153411045475976,4378496.65937436,10.2145428116495,1.70789999506757e-24
"DNN119",0.443417558087491,0.133380454670585,4378495.80667859,3.32445678928459,0.000885916876109559
"DNN120",-1.02636557333681,0.130736431123318,4378499.80792013,-7.85064701948826,4.13989028069638e-15
"DNN121",-0.164029136562759,0.134067548067205,4378446.64502895,-1.22348128930153,0.2211480328122
"DNN122",1.83881748438314,0.131982120401798,4378441.87010616,13.9323226417726,4.03909453331474e-44
"DNN123",0.535355220601537,0.131866634650823,4378445.50715026,4.05982318437967,4.91107430371077e-05
"DNN124",1.31097612900839,0.120310442800741,4378454.35315993,10.8966112873479,1.1972800282746e-27
"DNN125",-0.438155402377503,0.135330228311635,4378438.12669121,-3.23767577904716,0.00120508572720497
"DNN126",1.39027578271434,0.125247644979722,4378503.68894445,11.100214961642,1.2525281707538e-28
"DNN127",0.307586757195305,0.13057378044937,4378454.39877672,2.35565483465934,0.018490133377201
"DNN128",0.719317918627878,0.15343530232896,4378496.48415473,4.68808616862947,2.75780191957443e-06
"DNN129",-0.760093634251257,0.139900131128902,4378457.83665103,-5.43311595291441,5.5381335481962e-08
"DNN130",-0.805739340544791,0.126621126822291,4378493.18300392,-6.36338785450571,1.97370881116667e-10
"DNN131",-1.90343635804559,0.141431921299164,4378466.67049248,-13.458322142279,2.75613496489368e-41
"DNN132",-0.129488990850059,0.127585181418238,4378488.76120911,-1.01492186953577,0.310143128517428
"DNN133",0.352091708271744,0.131052507273212,4378526.39045288,2.68664610542491,0.0072173648115923
"DNN134",0.154905598227092,0.140450214873418,4378462.60359668,1.10292176033125,0.270061204140051
"DNN135",1.62404418311126,0.131002874164098,4378564.74260033,12.3970118478235,2.71622194189699e-35
"DNN136",0.101966929858602,0.132265184349151,4378546.47267399,0.77092796838684,0.440749669866001
"DNN137",-1.04282402945252,0.145362782519075,4378470.26766237,-7.17394102796342,7.28804550587069e-13
"DNN138",0.411192521194578,0.144977944555944,4378481.78941001,2.83624190185637,0.00456480663975557
"DNN139",1.50032893302473,0.17590202598735,4378465.75533747,8.52934424491861,1.47225308996921e-17
"DNN140",2.04741394071629,0.147587088310587,4378516.26619069,13.872581701779,9.30715086422536e-44
"DNN141",2.65746105988846,0.166116053378961,4378446.65072813,15.9976173634826,1.33260716646921e-57
"DNN142",-0.0398784620351634,0.170525022912479,4378449.91154372,-0.233856951631262,0.815096045110011
"DNN143",1.37297175955316,0.131554443188327,4378481.28600544,10.4365289858563,1.68989408092621e-25
"Para_id:GL",-12.1341840716683,0.316811939312725,1588854.7854876,-38.3009052562589,8.30030285013294e-321
"GL:RowID",2.43198031969851,0.114782569928295,2011447.52493219,21.1877144867708,1.27128586732662e-99
"GL:IA_LEFT",-39.2913455606046,0.875721217873293,4379189.34349066,-44.8674130061899,0
"GL:RowIdInPara",-14.9746213990775,0.19704865570576,4261842.11844536,-75.9945372143931,0
"GL:WordFreq",0.259729105898807,0.267401005247641,4379147.15289526,0.971309384788105,0.331394290471137
"GL:Word_len",-0.57786891681091,0.129744079785968,4379210.52435572,-4.45391356402689,8.43211385333781e-06
"GL:Surprisal",0.427433210853045,0.137988525298996,4379208.22330426,3.09759967306611,0.00195096010484406
"GL:Rationale",-112.106937976775,2.75657102561193,4378715.01774547,-40.6689822011344,0
